﻿﻿﻿﻿﻿﻿﻿﻿﻿시즌/대회,소속팀,닉네임,국적,포지션,등급
Champions Tour 2023: Pacific League,Global Esports,Lightningfast,IN,DUELIST,D
Champions Tour 2023: Pacific League,Team Secret,lenne,SG,INITIATOR,D
Champions Tour 2023: Masters Tokyo,Fnatic,Alfajer,TR,SENTINEL,A
Champions Tour 2023: Masters Tokyo,Fnatic,Leo,SE,INITIATOR,A
Champions Tour 2023: Masters Tokyo,Fnatic,Chronicle,RU,INITIATOR,A
Champions Tour 2023: Masters Tokyo,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,Rb,KR,INITIATOR,A
Champions Tour 2023: Masters Tokyo,NaVi,Shao,UN,FLEX,B
Champions Tour 2023: Masters Tokyo,NaVi,SUYGETSU,UN,SENTINEL,B
Champions Tour 2023: Masters Tokyo,NRG,s0m,US,CONTROLLER,B
Champions Tour 2023: Masters Tokyo,Evil Geniuses,Demon1,US,FLEX,B
Champions Tour 2023: Masters Tokyo,LOUD,aspas,BR,DUELIST,A
Champions Tour 2023: Masters Tokyo,Team Liquid,Sayf,SE,DUELIST,A
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,MaKo,KR,CONTROLLER,B
Champions Tour 2023: Masters Tokyo,Evil Geniuses,Ethan,US,INITIATOR,B
Champions Tour 2023: Masters Tokyo,EDward Gaming,Smoggy,CN,FLEX,B
Champions Tour 2023: Masters Tokyo,Fnatic,Derke,FI,DUELIST,A
Champions Tour 2023: Masters Tokyo,Paper Rex,Jinggg,SG,DUELIST,A
Champions Tour 2023: Masters Tokyo,Paper Rex,d4v41,MY,SENTINEL,B
Champions Tour 2023: Masters Tokyo,Attacking Soul Esports,YHchen,TW,INITIATOR,B
Champions Tour 2023: Masters Tokyo,NRG,Victor,US,DUELIST,B
Champions Tour 2023: Masters Tokyo,FUT Esports,qw1,TR,DUELIST,C
Champions Tour 2023: Masters Tokyo,NaVi,cNed,TR,DUELIST,A
Champions Tour 2023: Masters Tokyo,T1,Munchkin,KR,SENTINEL,C
Champions Tour 2023: Masters Tokyo,NRG,ardiis,LV,SENTINEL,B
Champions Tour 2023: Masters Tokyo,EDward Gaming,CHICHOO,CN,SENTINEL,B
Champions Tour 2023: Masters Tokyo,Evil Geniuses,C0M,US,INITIATOR,C
Champions Tour 2023: Masters Tokyo,FUT Esports,AtaKaptan,TR,CONTROLLER,C
Champions Tour 2023: Masters Tokyo,Evil Geniuses,jawgemo,KH,CONTROLLER,B
Champions Tour 2023: Masters Tokyo,Team Liquid,nAts,RU,SENTINEL,A
Champions Tour 2023: Masters Tokyo,Evil Geniuses,Boostio,US,FLEX,C
Champions Tour 2023: Masters Tokyo,Attacking Soul Esports,monk,CN,SENTINEL,C
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,BuZz,KR,DUELIST,B
Champions Tour 2023: Masters Tokyo,Fnatic,Boaster,GB,CONTROLLER,B
Champions Tour 2023: Masters Tokyo,Team Liquid,soulcas,GB,INITIATOR,C
Champions Tour 2023: Masters Tokyo,LOUD,Less,BR,SENTINEL,C
Champions Tour 2023: Masters Tokyo,EDward Gaming,Haodong,CN,CONTROLLER,A
Champions Tour 2023: Masters Tokyo,Attacking Soul Esports,Life,CN,DUELIST,B
Champions Tour 2023: Masters Tokyo,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2023: Masters Tokyo,NRG,crashies,US,INITIATOR,C
Champions Tour 2023: Masters Tokyo,Paper Rex,f0rsakeN,ID,FLEX,B
Champions Tour 2023: Masters Tokyo,EDward Gaming,nobody,CN,INITIATOR,B
Champions Tour 2023: Masters Tokyo,FUT Esports,qRaxs,TR,INITIATOR,A
Champions Tour 2023: Masters Tokyo,FUT Esports,MrFaliN,TR,INITIATOR,C
Champions Tour 2023: Masters Tokyo,FUT Esports,MOJJ,TR,SENTINEL,C
Champions Tour 2023: Masters Tokyo,T1,Sayaplayer,KR,DUELIST,C
Champions Tour 2023: Masters Tokyo,NRG,FiNESSE,CA,SENTINEL,C
Champions Tour 2023: Masters Tokyo,T1,carpe,KR,INITIATOR,C
Champions Tour 2023: Masters Tokyo,Team Liquid,Jamppi,FI,INITIATOR,C
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,Foxy9,KR,DUELIST,C
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,stax,KR,INITIATOR,C
Champions Tour 2023: Masters Tokyo,NaVi,Zyppan,SE,INITIATOR,C
Champions Tour 2023: Masters Tokyo,T1,ban,KR,CONTROLLER,C
Champions Tour 2023: Masters Tokyo,T1,xeta,KR,INITIATOR,C
Champions Tour 2023: Masters Tokyo,Kiwoom DRX,Zest,KR,INITIATOR,C
Champions Tour 2023: Masters Tokyo,Attacking Soul Esports,bunt,CN,CONTROLLER,C
Champions Tour 2023: Masters Tokyo,NaVi,ANGE1,UA,INITIATOR,C
Champions Tour 2023: Masters Tokyo,LOUD,tuyz,BR,CONTROLLER,D
Champions Tour 2023: Masters Tokyo,Paper Rex,cgrs,TH,INITIATOR,D
Champions Tour 2023: Masters Tokyo,LOUD,cauanzin,BR,INITIATOR,D
Champions Tour 2023: Masters Tokyo,Team Liquid,Redgar,RU,CONTROLLER,D
Champions Tour 2023: Masters Tokyo,Attacking Soul Esports,zjc,CN,INITIATOR,D
Champions Tour 2023: Masters Tokyo,LOUD,saadhak,AR,INITIATOR,D
Valorant Champions 2023,Evil Geniuses,Demon1,US,FLEX,A
Valorant Champions 2023,Fnatic,Leo,SE,INITIATOR,A
Valorant Champions 2023,Fnatic,Alfajer,TR,SENTINEL,A
Valorant Champions 2023,FunPlus Phoenix,AAAAY,CN,INITIATOR,A
Valorant Champions 2023,KRÜ Esports,keznit,CL,DUELIST,A
Valorant Champions 2023,FUT Esports,MrFaliN,TR,INITIATOR,B
Valorant Champions 2023,Giants Gaming,Cloud,RU,INITIATOR,A
Valorant Champions 2023,LOUD,aspas,BR,DUELIST,A
Valorant Champions 2023,LOUD,Less,BR,SENTINEL,A
Valorant Champions 2023,Bilibili Gaming,whzy,CN,DUELIST,A
Valorant Champions 2023,NaVi,SUYGETSU,UN,SENTINEL,B
Valorant Champions 2023,LOUD,cauanzin,BR,INITIATOR,A
Valorant Champions 2023,NRG,Victor,US,FLEX,A
Valorant Champions 2023,T1,Sayaplayer,KR,DUELIST,B
Valorant Champions 2023,NaVi,cNed,TR,SENTINEL,A
Valorant Champions 2023,Paper Rex,d4v41,MY,SENTINEL,B
Valorant Champions 2023,Team Liquid,Sayf,SE,DUELIST,B
Valorant Champions 2023,Team Liquid,nAts,RU,SENTINEL,A
Valorant Champions 2023,Evil Geniuses,jawgemo,KH,CONTROLLER,A
Valorant Champions 2023,Giants Gaming,hoody,FI,CONTROLLER,B
Valorant Champions 2023,EDward Gaming,CHICHOO,CN,SENTINEL,B
Valorant Champions 2023,Giants Gaming,Fit1nho,ES,DUELIST,A
Valorant Champions 2023,Paper Rex,something,RU,DUELIST,B
Valorant Champions 2023,Evil Geniuses,Ethan,US,INITIATOR,A
Valorant Champions 2023,Evil Geniuses,C0M,US,INITIATOR,B
Valorant Champions 2023,Kiwoom DRX,MaKo,KR,CONTROLLER,B
Valorant Champions 2023,KRÜ Esports,DaveeyS,CO,SENTINEL,B
Valorant Champions 2023,Bilibili Gaming,yosemite,CN,SENTINEL,B
Valorant Champions 2023,Fnatic,Derke,FI,DUELIST,C
Valorant Champions 2023,NRG,s0m,US,CONTROLLER,B
Valorant Champions 2023,Kiwoom DRX,Zest,KR,INITIATOR,C
Valorant Champions 2023,NaVi,Shao,UN,INITIATOR,C
Valorant Champions 2023,Paper Rex,f0rsakeN,ID,FLEX,B
Valorant Champions 2023,EDward Gaming,ZmjjKK,CN,DUELIST,C
Valorant Champions 2023,Kiwoom DRX,BuZz,KR,DUELIST,B
Valorant Champions 2023,Paper Rex,mindfreak,ID,CONTROLLER,C
Valorant Champions 2023,Paper Rex,Jinggg,SG,DUELIST,B
Valorant Champions 2023,NRG,ardiis,LV,SENTINEL,B
Valorant Champions 2023,T1,xeta,KR,INITIATOR,C
Valorant Champions 2023,FUT Esports,qRaxs,TR,INITIATOR,B
Valorant Champions 2023,EDward Gaming,nobody,CN,INITIATOR,B
Valorant Champions 2023,FUT Esports,AtaKaptan,TR,CONTROLLER,C
Valorant Champions 2023,LOUD,tuyz,BR,CONTROLLER,C
Valorant Champions 2023,NRG,crashies,US,INITIATOR,B
Valorant Champions 2023,FUT Esports,MOJJ,TR,SENTINEL,C
Valorant Champions 2023,T1,Munchkin,KR,INITIATOR,C
Valorant Champions 2023,ZETA DIVISION,Dep,JP,DUELIST,C
Valorant Champions 2023,EDward Gaming,Smoggy,CN,DUELIST,C
Valorant Champions 2023,Kiwoom DRX,stax,KR,INITIATOR,C
Valorant Champions 2023,Bilibili Gaming,Biank,CN,INITIATOR,C
Valorant Champions 2023,Giants Gaming,rhyme,NO,CONTROLLER,B
Valorant Champions 2023,FunPlus Phoenix,Lysoar,CN,SENTINEL,B
Valorant Champions 2023,Fnatic,Chronicle,RU,INITIATOR,C
Valorant Champions 2023,LOUD,saadhak,AR,INITIATOR,B
Valorant Champions 2023,Fnatic,Boaster,GB,CONTROLLER,C
Valorant Champions 2023,Giants Gaming,nukkye,LT,SENTINEL,C
Valorant Champions 2023,FunPlus Phoenix,Yuicaw,TW,DUELIST,C
Valorant Champions 2023,Bilibili Gaming,Knight,CN,FLEX,C
Valorant Champions 2023,EDward Gaming,Haodong,CN,CONTROLLER,C
Valorant Champions 2023,NaVi,Zyppan,SE,INITIATOR,C
Valorant Champions 2023,Kiwoom DRX,Rb,KR,SENTINEL,C
Valorant Champions 2023,Evil Geniuses,Boostio,US,SENTINEL,C
Valorant Champions 2023,FUT Esports,qw1,TR,DUELIST,C
Valorant Champions 2023,T1,ban,KR,CONTROLLER,C
Valorant Champions 2023,NRG,FiNESSE,CA,SENTINEL,B
Valorant Champions 2023,KRÜ Esports,NagZ,CL,CONTROLLER,D
Valorant Champions 2023,Bilibili Gaming,DK,CN,CONTROLLER,C
Valorant Champions 2023,Team Liquid,soulcas,GB,CONTROLLER,D
Valorant Champions 2023,NaVi,ANGE1,UA,CONTROLLER,C
Valorant Champions 2023,Team Liquid,Jamppi,FI,FLEX,D
Valorant Champions 2023,FunPlus Phoenix,nizhaoTZH,CN,CONTROLLER,C
Valorant Champions 2023,Team Liquid,Redgar,RU,CONTROLLER,C
Valorant Champions 2023,KRÜ Esports,Klaus,AR,INITIATOR,C
Valorant Champions 2023,KRÜ Esports,Melser,CL,CONTROLLER,C
Valorant Champions 2023,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
Valorant Champions 2023,T1,carpe,KR,INITIATOR,D
Valorant Champions 2023,ZETA DIVISION,TENNN,JP,DUELIST,D
Valorant Champions 2023,ZETA DIVISION,Laz,JP,SENTINEL,D
Valorant Champions 2023,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,D
Valorant Champions 2023,ZETA DIVISION,crow,JP,INITIATOR,D
Champions Tour 2024: Americas Kickoff,FURIA,mwzera,BR,DUELIST,A
Champions Tour 2024: Americas Kickoff,Leviatán,aspas,BR,DUELIST,A
Champions Tour 2024: Americas Kickoff,LOUD,Less,BR,CONTROLLER,A
Champions Tour 2024: Americas Kickoff,KRÜ Esports,keznit,CL,DUELIST,A
Champions Tour 2024: Americas Kickoff,Sentinels,zekken,US,DUELIST,A
Champions Tour 2024: Americas Kickoff,Evil Geniuses,supamen,US,CONTROLLER,C
Champions Tour 2024: Americas Kickoff,NRG,Victor,US,SENTINEL,B
Champions Tour 2024: Americas Kickoff,LOUD,tuyz,BR,CONTROLLER,B
Champions Tour 2024: Americas Kickoff,Evil Geniuses,Derrek,US,INITIATOR,B
Champions Tour 2024: Americas Kickoff,Sentinels,TenZ,CA,FLEX,A
Champions Tour 2024: Americas Kickoff,KRÜ Esports,Shyy,CL,SENTINEL,C
Champions Tour 2024: Americas Kickoff,G2 Esports,leaf,US,DUELIST,B
Champions Tour 2024: Americas Kickoff,Cloud9,vanity,US,INITIATOR,A
Champions Tour 2024: Americas Kickoff,NRG,Demon1,US,DUELIST,B
Champions Tour 2024: Americas Kickoff,Sentinels,Zellsis,US,SENTINEL,A
Champions Tour 2024: Americas Kickoff,G2 Esports,trent,US,CONTROLLER,B
Champions Tour 2024: Americas Kickoff,MIBR,RgLMeister,BR,CONTROLLER,B
Champions Tour 2024: Americas Kickoff,Sentinels,johnqt,MA,SENTINEL,B
Champions Tour 2024: Americas Kickoff,Sentinels,Sacy,BR,INITIATOR,B
Champions Tour 2024: Americas Kickoff,Leviatán,kiNgg,CL,INITIATOR,B
Champions Tour 2024: Americas Kickoff,100 Thieves,Cryocells,US,CONTROLLER,C
Champions Tour 2024: Americas Kickoff,Evil Geniuses,Apoth,CA,SENTINEL,C
Champions Tour 2024: Americas Kickoff,Cloud9,Xeppaa,US,INITIATOR,A
Champions Tour 2024: Americas Kickoff,MIBR,jzz,BR,INITIATOR,A
Champions Tour 2024: Americas Kickoff,MIBR,frz,BR,SENTINEL,C
Champions Tour 2024: Americas Kickoff,NRG,Ethan,US,INITIATOR,A
Champions Tour 2024: Americas Kickoff,LOUD,cauanzin,BR,INITIATOR,B
Champions Tour 2024: Americas Kickoff,G2 Esports,JonahP,CA,INITIATOR,B
Champions Tour 2024: Americas Kickoff,Cloud9,wippie,RU,SENTINEL,C
Champions Tour 2024: Americas Kickoff,G2 Esports,neT,US,SENTINEL,C
Champions Tour 2024: Americas Kickoff,MIBR,artzin,BR,DUELIST,B
Champions Tour 2024: Americas Kickoff,NRG,crashies,US,INITIATOR,C
Champions Tour 2024: Americas Kickoff,Leviatán,C0M,US,INITIATOR,C
Champions Tour 2024: Americas Kickoff,100 Thieves,Boostio,US,FLEX,B
Champions Tour 2024: Americas Kickoff,KRÜ Esports,Klaus,AR,INITIATOR,C
Champions Tour 2024: Americas Kickoff,Cloud9,jakee,US,CONTROLLER,C
Champions Tour 2024: Americas Kickoff,G2 Esports,valyn,US,CONTROLLER,B
Champions Tour 2024: Americas Kickoff,Evil Geniuses,jawgemo,KH,DUELIST,C
Champions Tour 2024: Americas Kickoff,FURIA,kon4n,BR,INITIATOR,C
Champions Tour 2024: Americas Kickoff,FURIA,Khalil,BR,SENTINEL,D
Champions Tour 2024: Americas Kickoff,Cloud9,OXY,US,DUELIST,C
Champions Tour 2024: Americas Kickoff,LOUD,qck,BR,DUELIST,C
Champions Tour 2024: Americas Kickoff,NRG,Marved,CA,CONTROLLER,B
Champions Tour 2024: Americas Kickoff,100 Thieves,eeiu,CA,INITIATOR,C
Champions Tour 2024: Americas Kickoff,100 Thieves,bang,US,CONTROLLER,C
Champions Tour 2024: Americas Kickoff,FURIA,liazzi,BR,CONTROLLER,C
Champions Tour 2024: Americas Kickoff,LOUD,saadhak,AR,INITIATOR,B
Champions Tour 2024: Americas Kickoff,KRÜ Esports,mta,CL,INITIATOR,C
Champions Tour 2024: Americas Kickoff,MIBR,mazin,BR,INITIATOR,D
Champions Tour 2024: Americas Kickoff,100 Thieves,Asuna,US,DUELIST,C
Champions Tour 2024: Americas Kickoff,Leviatán,Mazino,CL,CONTROLLER,D
Champions Tour 2024: Americas Kickoff,Evil Geniuses,NaturE,US,INITIATOR,C
Champions Tour 2024: Americas Kickoff,Leviatán,tex,DE,SENTINEL,C
Champions Tour 2024: Americas Kickoff,FURIA,havoc,BR,INITIATOR,D
Champions Tour 2024: Americas Kickoff,KRÜ Esports,Melser,CL,CONTROLLER,D
Champions Tour 2024: EMEA Kickoff,FUT Esports,AtaKaptan,TR,CONTROLLER,A
Champions Tour 2024: EMEA Kickoff,Karmine Corp,N4RRATE,US,INITIATOR,A
Champions Tour 2024: EMEA Kickoff,GIANTX,Cloud,RU,INITIATOR,A
Champions Tour 2024: EMEA Kickoff,NaVi,Zyppan,SE,INITIATOR,A
Champions Tour 2024: EMEA Kickoff,Team Heretics,MiniBoo,LT,DUELIST,A
Champions Tour 2024: EMEA Kickoff,NaVi,ardiis,LV,DUELIST,A
Champions Tour 2024: EMEA Kickoff,Team Vitality,Sayf,SE,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,Fnatic,Chronicle,RU,INITIATOR,A
Champions Tour 2024: EMEA Kickoff,Team Liquid,keiko,GB,DUELIST,B
Champions Tour 2024: EMEA Kickoff,Karmine Corp,marteen,CZ,DUELIST,A
Champions Tour 2024: EMEA Kickoff,Gentle Mates,TakaS,FR,DUELIST,B
Champions Tour 2024: EMEA Kickoff,FUT Esports,yetujey,TR,SENTINEL,A
Champions Tour 2024: EMEA Kickoff,Team Vitality,Kicks,EE,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,Fnatic,Alfajer,TR,SENTINEL,A
Champions Tour 2024: EMEA Kickoff,Team Heretics,Boo,LT,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,Fnatic,Leo,SE,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,NaVi,Shao,UN,CONTROLLER,B
Champions Tour 2024: EMEA Kickoff,Team Heretics,benjyfishy,GB,SENTINEL,A
Champions Tour 2024: EMEA Kickoff,Team Vitality,runneR,MK,DUELIST,B
Champions Tour 2024: EMEA Kickoff,GIANTX,nukkye,LT,SENTINEL,B
Champions Tour 2024: EMEA Kickoff,Fnatic,Boaster,GB,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,Karmine Corp,MAGNUM,CZ,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,Team Heretics,RieNs,TR,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,Movistar KOI,grubinho,PL,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,Team Liquid,nAts,RU,SENTINEL,B
Champions Tour 2024: EMEA Kickoff,NaVi,SUYGETSU,UN,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,FUT Esports,MrFaliN,TR,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,Movistar KOI,sheydos,RU,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,Team Liquid,Jamppi,FI,SENTINEL,B
Champions Tour 2024: EMEA Kickoff,Karmine Corp,tomaszy,PT,CONTROLLER,B
Champions Tour 2024: EMEA Kickoff,Gentle Mates,logaN,FR,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,BBL Esports,Elite,TR,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,Karmine Corp,sh1n,FR,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,BBL Esports,reazy,TR,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,FUT Esports,qRaxs,TR,INITIATOR,B
Champions Tour 2024: EMEA Kickoff,Movistar KOI,kamo,PL,DUELIST,C
Champions Tour 2024: EMEA Kickoff,FUT Esports,cNed,TR,DUELIST,B
Champions Tour 2024: EMEA Kickoff,Movistar KOI,starxo,PL,INITIATOR,C
Champions Tour 2024: EMEA Kickoff,Team Heretics,paTiTek,PL,INITIATOR,C
Champions Tour 2024: EMEA Kickoff,Gentle Mates,nataNk,FR,DUELIST,C
Champions Tour 2024: EMEA Kickoff,Team Liquid,Mistic,GB,CONTROLLER,B
Champions Tour 2024: EMEA Kickoff,Movistar KOI,ShadoW,SE,INITIATOR,C
Champions Tour 2024: EMEA Kickoff,Team Vitality,ceNder,LT,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,Gentle Mates,Wailers,FR,CONTROLLER,B
Champions Tour 2024: EMEA Kickoff,Team Vitality,Destrian,LT,SENTINEL,C
Champions Tour 2024: EMEA Kickoff,BBL Esports,QutionerX,TR,DUELIST,C
Champions Tour 2024: EMEA Kickoff,GIANTX,hoody,FI,INITIATOR,D
Champions Tour 2024: EMEA Kickoff,BBL Esports,pAura,TR,INITIATOR,C
Champions Tour 2024: EMEA Kickoff,BBL Esports,Brave,TR,CONTROLLER,C
Champions Tour 2024: EMEA Kickoff,NaVi,ANGE1,UA,INITIATOR,D
Champions Tour 2024: EMEA Kickoff,Gentle Mates,beyAz,FR,INITIATOR,C
Champions Tour 2024: EMEA Kickoff,GIANTX,Fit1nho,ES,DUELIST,D
Champions Tour 2024: EMEA Kickoff,Fnatic,Derke,FI,DUELIST,C
Champions Tour 2024: EMEA Kickoff,GIANTX,Redgar,RU,CONTROLLER,D
Champions Tour 2024: EMEA Kickoff,Team Liquid,Enzo,FR,INITIATOR,D
Champions Tour 2024: Pacific Kickoff,Talon Esports,JitBoyS,TH,SENTINEL,A
Champions Tour 2024: Pacific Kickoff,Team Secret,invy,PH,SENTINEL,A
Champions Tour 2024: Pacific Kickoff,Gen.G,t3xture,KR,DUELIST,A
Champions Tour 2024: Pacific Kickoff,Team Secret,Jremy,PH,DUELIST,A
Champions Tour 2024: Pacific Kickoff,Kiwoom DRX,MaKo,KR,CONTROLLER,A
Champions Tour 2024: Pacific Kickoff,Gen.G,Karon,KR,CONTROLLER,B
Champions Tour 2024: Pacific Kickoff,T1,Sayaplayer,KR,DUELIST,B
Champions Tour 2024: Pacific Kickoff,Paper Rex,something,RU,DUELIST,A
Champions Tour 2024: Pacific Kickoff,DFM,Meiy,JP,DUELIST,A
Champions Tour 2024: Pacific Kickoff,T1,xccurate,ID,SENTINEL,A
Champions Tour 2024: Pacific Kickoff,RRQ,Jemkin,RU,DUELIST,B
Champions Tour 2024: Pacific Kickoff,T1,Rossy,US,CONTROLLER,A
Champions Tour 2024: Pacific Kickoff,Talon Esports,Governor,KR,DUELIST,A
Champions Tour 2024: Pacific Kickoff,Paper Rex,d4v41,MY,SENTINEL,B
Champions Tour 2024: Pacific Kickoff,Kiwoom DRX,Flashback,KR,SENTINEL,C
Champions Tour 2024: Pacific Kickoff,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Gen.G,Meteor,KR,SENTINEL,B
Champions Tour 2024: Pacific Kickoff,Bleed Esports,Egoist,SG,SENTINEL,B
Champions Tour 2024: Pacific Kickoff,Bleed Esports,sScary,TH,CONTROLLER,B
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,Dep,JP,DUELIST,B
Champions Tour 2024: Pacific Kickoff,T1,iZu,KR,DUELIST,B
Champions Tour 2024: Pacific Kickoff,Team Secret,JessieVash,PH,INITIATOR,B
Champions Tour 2024: Pacific Kickoff,Kiwoom DRX,BuZz,KR,DUELIST,A
Champions Tour 2024: Pacific Kickoff,Kiwoom DRX,stax,KR,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,RRQ,xffero,ID,CONTROLLER,B
Champions Tour 2024: Pacific Kickoff,Team Secret,BORKUM,PH,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Paper Rex,f0rsakeN,ID,FLEX,B
Champions Tour 2024: Pacific Kickoff,Team Secret,NDG,PH,SENTINEL,B
Champions Tour 2024: Pacific Kickoff,Kiwoom DRX,Foxy9,KR,FLEX,B
Champions Tour 2024: Pacific Kickoff,Bleed Esports,Deryeon,SG,CONTROLLER,B
Champions Tour 2024: Pacific Kickoff,Gen.G,Munchkin,KR,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,Global Esports,blaZek1ng,ID,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,yuran,JP,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,RRQ,Estrella,KR,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,hiroronn,JP,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,Talon Esports,ban,KR,INITIATOR,B
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,Laz,JP,SENTINEL,C
Champions Tour 2024: Pacific Kickoff,DFM,SSeeS,JP,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Global Esports,Benkai,SG,SENTINEL,C
Champions Tour 2024: Pacific Kickoff,DFM,Medusa,KR,SENTINEL,D
Champions Tour 2024: Pacific Kickoff,T1,carpe,KR,INITIATOR,B
Champions Tour 2024: Pacific Kickoff,Gen.G,Lakia,KR,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,RRQ,fl1pzjder,ID,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Talon Esports,lenne,SG,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,Global Esports,Russ,GB,INITIATOR,C
Champions Tour 2024: Pacific Kickoff,RRQ,Lmemore,ID,SENTINEL,C
Champions Tour 2024: Pacific Kickoff,DFM,neth,JP,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Global Esports,Polvi,FI,DUELIST,C
Champions Tour 2024: Pacific Kickoff,Paper Rex,Monyet,ID,CONTROLLER,C
Champions Tour 2024: Pacific Kickoff,Global Esports,Lightningfast,IN,CONTROLLER,D
Champions Tour 2024: Pacific Kickoff,Bleed Esports,yay,US,FLEX,C
Champions Tour 2024: Pacific Kickoff,Bleed Esports,crazyguy,VN,INITIATOR,D
Champions Tour 2024: Pacific Kickoff,DFM,Anthem,JP,INITIATOR,D
Champions Tour 2024: Pacific Kickoff,Talon Esports,Crws,TH,CONTROLLER,D
Champions Tour 2024: China Kickoff,Trace Esports,FengF,CN,FLEX,A
Champions Tour 2024: China Kickoff,Bilibili Gaming,Biank,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,Nicc,TW,INITIATOR,B
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,TvirusLuke,TW,DUELIST,B
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,vo0kashu,RU,SENTINEL,A
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,Dingwei,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,nizhaoTZH,CN,CONTROLLER,C
Champions Tour 2024: China Kickoff,All Gamers,sword9,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,All Gamers,bunt,CN,CONTROLLER,A
Champions Tour 2024: China Kickoff,All Gamers,monk,CN,FLEX,C
Champions Tour 2024: China Kickoff,All Gamers,deLb,ID,DUELIST,C
Champions Tour 2024: China Kickoff,All Gamers,Spitfires,CN,SENTINEL,C
Champions Tour 2024: China Kickoff,Bilibili Gaming,whzy,CN,DUELIST,A
Champions Tour 2024: China Kickoff,Bilibili Gaming,Knight,CN,INITIATOR,A
Champions Tour 2024: China Kickoff,Titan Esports Club,Abo,CN,DUELIST,B
Champions Tour 2024: China Kickoff,Bilibili Gaming,yosemite,CN,SENTINEL,B
Champions Tour 2024: China Kickoff,Bilibili Gaming,B3ar,CN,CONTROLLER,D
Champions Tour 2024: China Kickoff,Wolves Esports,pl1xx,AU,FLEX,B
Champions Tour 2024: China Kickoff,Wolves Esports,Spring,TW,DUELIST,B
Champions Tour 2024: China Kickoff,Wolves Esports,balua,CN,FLEX,C
Champions Tour 2024: China Kickoff,Wolves Esports,coldfish,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,Wolves Esports,Yuicaw,TW,SENTINEL,B
Champions Tour 2024: China Kickoff,EDward Gaming,Haodong,CN,SENTINEL,D
Champions Tour 2024: China Kickoff,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2024: China Kickoff,EDward Gaming,nobody,CN,INITIATOR,B
Champions Tour 2024: China Kickoff,EDward Gaming,CHICHOO,CN,CONTROLLER,B
Champions Tour 2024: China Kickoff,Titan Esports Club,kawaii,CN,CONTROLLER,C
Champions Tour 2024: China Kickoff,Titan Esports Club,LockM,CN,INITIATOR,C
Champions Tour 2024: China Kickoff,Trace Esports,Flex1n,CN,CONTROLLER,B
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Autumn,AU,DUELIST,B
Champions Tour 2024: China Kickoff,Trace Esports,YOU,HK,INITIATOR,C
