﻿﻿﻿﻿﻿﻿﻿﻿﻿시즌/대회,소속팀,닉네임,국적,포지션,등급
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,TvirusLuke,TW,DUELIST,B
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,Nicc,TW,INITIATOR,C
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,Shion7,CN,INITIATOR,D
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Autumn,AU,SENTINEL,C
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Life,CN,DUELIST,A
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,BerLIN,TW,CONTROLLER,B
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,AAAAY,CN,INITIATOR,C
Champions Tour 2024: Masters Shanghai,FUT Esports,cNed,TR,DUELIST,B
Champions Tour 2024: Masters Shanghai,T1,carpe,KR,INITIATOR,B
Champions Tour 2024: Masters Shanghai,FUT Esports,qRaxs,TR,INITIATOR,C
Champions Tour 2024: Masters Shanghai,FUT Esports,AtaKaptan,TR,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,FUT Esports,MrFaliN,TR,INITIATOR,C
Champions Tour 2024: Masters Shanghai,FUT Esports,yetujey,TR,SENTINEL,C
Champions Tour 2024: Masters Shanghai,G2 Esports,valyn,US,CONTROLLER,C
Champions Tour 2024: Masters Shanghai,G2 Esports,JonahP,CA,INITIATOR,B
Champions Tour 2024: Masters Shanghai,G2 Esports,leaf,US,SENTINEL,B
Champions Tour 2024: Masters Shanghai,G2 Esports,icy,US,DUELIST,B
Champions Tour 2024: Masters Shanghai,G2 Esports,trent,US,INITIATOR,C
Champions Tour 2024: Masters Shanghai,T1,Rossy,US,INITIATOR,B
Champions Tour 2024: Masters Shanghai,T1,Sayaplayer,KR,DUELIST,C
Champions Tour 2024: Masters Shanghai,T1,xccurate,ID,SENTINEL,C
Champions Tour 2024: Masters Shanghai,T1,iZu,KR,DUELIST,B
Champions Tour 2024: Masters Shanghai,Fnatic,Alfajer,TR,SENTINEL,A
Champions Tour 2024: EMEA Stage 2,Fnatic,Chronicle,RU,SENTINEL,A
Champions Tour 2024: EMEA Stage 2,Movistar KOI,grubinho,PL,CONTROLLER,A
Champions Tour 2024: EMEA Stage 2,Team Vitality,trexx,RU,INITIATOR,A
Champions Tour 2024: EMEA Stage 2,Movistar KOI,sheydos,RU,SENTINEL,A
Champions Tour 2024: EMEA Stage 2,Team Vitality,Sayf,SE,DUELIST,B
Champions Tour 2024: EMEA Stage 2,Fnatic,Derke,FI,DUELIST,A
Champions Tour 2024: EMEA Stage 2,Fnatic,Alfajer,TR,SENTINEL,A
Champions Tour 2024: EMEA Stage 2,Karmine Corp,N4RRATE,US,INITIATOR,A
Champions Tour 2024: EMEA Stage 2,Team Heretics,RieNs,TR,INITIATOR,A
Champions Tour 2024: EMEA Stage 2,Team Heretics,Wo0t,TR,INITIATOR,A
Champions Tour 2024: EMEA Stage 2,Fnatic,hiro,TR,INITIATOR,B
Champions Tour 2024: EMEA Stage 2,Gentle Mates,Kada,FR,SENTINEL,B
Champions Tour 2024: EMEA Stage 2,Gentle Mates,nataNk,FR,INITIATOR,A
Champions Tour 2024: EMEA Stage 2,FUT Esports,MrFaliN,TR,INITIATOR,B
Champions Tour 2024: EMEA Stage 2,FUT Esports,yetujey,TR,SENTINEL,B
Champions Tour 2024: EMEA Stage 2,BBL Esports,Elite,TR,SENTINEL,B
Champions Tour 2024: EMEA Stage 2,BBL Esports,QutionerX,TR,DUELIST,A
Champions Tour 2024: EMEA Stage 2,FUT Esports,cNed,TR,DUELIST,B
Champions Tour 2024: EMEA Stage 2,Team Heretics,benjyfishy,GB,SENTINEL,C
Champions Tour 2024: EMEA Stage 2,Movistar KOI,kamo,PL,DUELIST,A
Champions Tour 2024: EMEA Stage 2,GIANTX,purp0,RU,DUELIST,B
Champions Tour 2024: EMEA Stage 2,Team Heretics,Boo,LT,CONTROLLER,B
Champions Tour 2024: EMEA Stage 2,Karmine Corp,marteen,CZ,DUELIST,B
Champions Tour 2024: EMEA Stage 2,Team Liquid,nAts,RU,SENTINEL,B
Champions Tour 2024: EMEA Stage 2,Team Liquid,Enzo,FR,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,FUT Esports,AtaKaptan,TR,CONTROLLER,B
Champions Tour 2024: EMEA Stage 2,BBL Esports,Brave,TR,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,NaVi,SUYGETSU,UN,SENTINEL,C
Champions Tour 2024: EMEA Stage 2,Gentle Mates,Wailers,FR,SENTINEL,C
Champions Tour 2024: EMEA Stage 2,FUT Esports,qRaxs,TR,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,GIANTX,Fit1nho,ES,DUELIST,C
Champions Tour 2024: EMEA Stage 2,Team Vitality,Kicks,EE,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,Team Vitality,runneR,MK,SENTINEL,B
Champions Tour 2024: EMEA Stage 2,NaVi,ardiis,LV,DUELIST,C
Champions Tour 2024: EMEA Stage 2,GIANTX,Cloud,RU,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,Team Heretics,MiniBoo,LT,DUELIST,B
Champions Tour 2024: EMEA Stage 2,Karmine Corp,sh1n,FR,CONTROLLER,B
Champions Tour 2024: EMEA Stage 2,GIANTX,hoody,FI,SENTINEL,C
Champions Tour 2024: EMEA Stage 2,Movistar KOI,starxo,PL,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,Fnatic,Boaster,GB,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,Team Liquid,keiko,GB,DUELIST,C
Champions Tour 2024: EMEA Stage 2,NaVi,Shao,UN,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,BBL Esports,pAura,TR,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,NaVi,Zyppan,SE,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,Team Vitality,ceNder,LT,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,Gentle Mates,TakaS,FR,DUELIST,C
Champions Tour 2024: EMEA Stage 2,Karmine Corp,MAGNUM,CZ,INITIATOR,B
Champions Tour 2024: EMEA Stage 2,GIANTX,Famsii,FI,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,Movistar KOI,ShadoW,SE,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,Team Liquid,Mistic,GB,CONTROLLER,C
Champions Tour 2024: EMEA Stage 2,Team Liquid,Jamppi,FI,FLEX,D
Champions Tour 2024: EMEA Stage 2,Karmine Corp,tomaszy,PT,FLEX,D
Champions Tour 2024: EMEA Stage 2,Gentle Mates,beyAz,FR,INITIATOR,C
Champions Tour 2024: EMEA Stage 2,BBL Esports,reazy,TR,INITIATOR,D
Champions Tour 2024: EMEA Stage 2,GIANTX,Redgar,RU,SENTINEL,D
Champions Tour 2024: EMEA Stage 2,NaVi,ANGE1,UA,INITIATOR,D
Champions Tour 2024: Americas Stage 2,Leviatán,aspas,BR,DUELIST,A
Champions Tour 2024: Americas Stage 2,Leviatán,kiNgg,CL,CONTROLLER,A
Champions Tour 2024: Americas Stage 2,Leviatán,Mazino,CL,CONTROLLER,A
Champions Tour 2024: Americas Stage 2,Sentinels,zekken,US,DUELIST,A
Champions Tour 2024: Americas Stage 2,100 Thieves,eeiu,CA,INITIATOR,A
Champions Tour 2024: Americas Stage 2,FURIA,Khalil,BR,CONTROLLER,A
Champions Tour 2024: Americas Stage 2,NRG,s0m,US,CONTROLLER,A
Champions Tour 2024: Americas Stage 2,Evil Geniuses,Derrek,US,INITIATOR,B
Champions Tour 2024: Americas Stage 2,Sentinels,TenZ,CA,CONTROLLER,B
Champions Tour 2024: Americas Stage 2,NRG,Ethan,US,INITIATOR,A
Champions Tour 2024: Americas Stage 2,G2 Esports,JonahP,CA,INITIATOR,B
Champions Tour 2024: Americas Stage 2,G2 Esports,leaf,US,SENTINEL,B
Champions Tour 2024: Americas Stage 2,FURIA,nzr,AR,INITIATOR,B
Champions Tour 2024: Americas Stage 2,Evil Geniuses,supamen,US,CONTROLLER,B
Champions Tour 2024: Americas Stage 2,LOUD,pANcada,BR,CONTROLLER,C
Champions Tour 2024: Americas Stage 2,Leviatán,tex,DE,SENTINEL,B
Champions Tour 2024: Americas Stage 2,100 Thieves,Cryocells,US,CONTROLLER,B
Champions Tour 2024: Americas Stage 2,MIBR,artzin,BR,FLEX,C
Champions Tour 2024: Americas Stage 2,G2 Esports,valyn,US,CONTROLLER,A
Champions Tour 2024: Americas Stage 2,Leviatán,C0M,US,INITIATOR,B
Champions Tour 2024: Americas Stage 2,KRÜ Esports,Shyy,CL,SENTINEL,C
Champions Tour 2024: Americas Stage 2,Evil Geniuses,jawgemo,KH,DUELIST,A
Champions Tour 2024: Americas Stage 2,LOUD,cauanzin,BR,INITIATOR,B
Champions Tour 2024: Americas Stage 2,Sentinels,Zellsis,US,SENTINEL,B
Champions Tour 2024: Americas Stage 2,KRÜ Esports,keznit,CL,DUELIST,B
Champions Tour 2024: Americas Stage 2,100 Thieves,bang,US,CONTROLLER,B
Champions Tour 2024: Americas Stage 2,LOUD,Less,BR,SENTINEL,C
Champions Tour 2024: Americas Stage 2,G2 Esports,trent,US,INITIATOR,B
Champions Tour 2024: Americas Stage 2,KRÜ Esports,heat,BR,INITIATOR,B
Champions Tour 2024: Americas Stage 2,100 Thieves,Asuna,US,INITIATOR,A
Champions Tour 2024: Americas Stage 2,KRÜ Esports,Melser,CL,CONTROLLER,B
Champions Tour 2024: Americas Stage 2,FURIA,mwzera,BR,DUELIST,A
Champions Tour 2024: Americas Stage 2,Cloud9,OXY,US,DUELIST,B
Champions Tour 2024: Americas Stage 2,FURIA,havoc,BR,SENTINEL,C
Champions Tour 2024: Americas Stage 2,Sentinels,Sacy,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Sentinels,johnqt,MA,SENTINEL,C
Champions Tour 2024: Americas Stage 2,G2 Esports,icy,US,DUELIST,C
Champions Tour 2024: Americas Stage 2,MIBR,rich,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Cloud9,moose,CA,SENTINEL,D
Champions Tour 2024: Americas Stage 2,MIBR,mazin,BR,CONTROLLER,C
Champions Tour 2024: Americas Stage 2,MIBR,ShahZaM,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,NRG,crashies,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Cloud9,Xeppaa,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,LOUD,tuyz,BR,FLEX,C
Champions Tour 2024: Americas Stage 2,NRG,Victor,US,DUELIST,C
Champions Tour 2024: Americas Stage 2,MIBR,liazzi,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Cloud9,vanity,US,CONTROLLER,C
Champions Tour 2024: Americas Stage 2,LOUD,saadhak,AR,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Evil Geniuses,NaturE,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,100 Thieves,Boostio,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,Cloud9,runi,US,INITIATOR,C
Champions Tour 2024: Americas Stage 2,MIBR,Palla,BR,DUELIST,C
Champions Tour 2024: Americas Stage 2,KRÜ Esports,mta,CL,SENTINEL,C
Champions Tour 2024: Americas Stage 2,NRG,FiNESSE,CA,SENTINEL,D
Champions Tour 2024: Americas Stage 2,Evil Geniuses,Apoth,CA,CONTROLLER,D
Champions Tour 2024: Americas Stage 2,FURIA,xand,BR,INITIATOR,C
Champions Tour 2024: Americas Stage 2,KRÜ Esports,Klaus,AR,SENTINEL,D
Champions Tour 2024: Americas Stage 2,MIBR,Pa1nt,US,DUELIST,D
Champions Tour 2024: China Stage 2,Titan Esports Club,Abo,CN,FLEX,B
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Autumn,AU,SENTINEL,B
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,vo0kashu,RU,FLEX,A
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,Shion7,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,nizhaoTZH,CN,CONTROLLER,D
Champions Tour 2024: China Stage 2,Nova Esports,o0o0o,CN,INITIATOR,D
Champions Tour 2024: China Stage 2,Nova Esports,Ezeir,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,Nova Esports,cb,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,Nova Esports,GuanG,CN,SENTINEL,B
Champions Tour 2024: China Stage 2,Nova Esports,SWERL,AU,DUELIST,A
Champions Tour 2024: China Stage 2,FunPlus Phoenix,AAAAY,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Lysoar,CN,SENTINEL,B
Champions Tour 2024: China Stage 2,FunPlus Phoenix,Life,CN,DUELIST,B
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,Nicc,TW,INITIATOR,C
Champions Tour 2024: China Stage 2,Trace Esports,FengF,CN,SENTINEL,B
Champions Tour 2024: China Stage 2,Trace Esports,heybay,HK,CONTROLLER,C
Champions Tour 2024: China Stage 2,Trace Esports,Kai,CN,SENTINEL,A
Champions Tour 2024: China Stage 2,Trace Esports,LuoK1ng,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,Trace Esports,Biank,CN,INITIATOR,B
Champions Tour 2024: China Stage 2,EDward Gaming,Haodong,CN,INITIATOR,D
Champions Tour 2024: China Stage 2,EDward Gaming,ZmjjKK,CN,DUELIST,A
Champions Tour 2024: China Stage 2,EDward Gaming,nobody,CN,INITIATOR,B
Champions Tour 2024: China Stage 2,EDward Gaming,CHICHOO,CN,CONTROLLER,B
Champions Tour 2024: China Stage 2,EDward Gaming,Smoggy,CN,CONTROLLER,B
Champions Tour 2024: China Stage 2,TYLOO,Eren,CN,FLEX,C
Champions Tour 2024: China Stage 2,EDward Gaming,S1Mon,TW,INITIATOR,C
Champions Tour 2024: China Stage 2,Dragon Ranger Gaming,TvirusLuke,TW,DUELIST,A
Champions Tour 2024: China Stage 2,Wolves Esports,SiuFatBB,HK,INITIATOR,D
Champions Tour 2024: China Stage 2,Titan Esports Club,kawaii,CN,SENTINEL,C
Champions Tour 2024: China Stage 2,All Gamers,sword9,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,Titan Esports Club,LockM,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,Titan Esports Club,Rb,KR,DUELIST,A
Champions Tour 2024: China Stage 2,Titan Esports Club,AC,CN,CONTROLLER,B
Champions Tour 2024: China Stage 2,JD Gaming,stew,KR,DUELIST,A
Champions Tour 2024: China Stage 2,JD Gaming,Viva,CN,INITIATOR,B
Champions Tour 2024: China Stage 2,JD Gaming,jkuro,CN,SENTINEL,C
Champions Tour 2024: China Stage 2,JD Gaming,Z1yan,CN,CONTROLLER,B
Champions Tour 2024: China Stage 2,JD Gaming,YHchen,TW,FLEX,B
Champions Tour 2024: China Stage 2,All Gamers,bunt,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,All Gamers,monk,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,All Gamers,deLb,ID,SENTINEL,C
Champions Tour 2024: China Stage 2,All Gamers,Spitfires,CN,DUELIST,A
Champions Tour 2024: China Stage 2,TYLOO,Ninebody,CN,DUELIST,A
Champions Tour 2024: China Stage 2,Wolves Esports,Yuicaw,TW,FLEX,A
Champions Tour 2024: China Stage 2,TYLOO,AAK,CN,CONTROLLER,D
Champions Tour 2024: China Stage 2,TYLOO,Scales,CN,INITIATOR,C
Champions Tour 2024: China Stage 2,TYLOO,zjc,CN,SENTINEL,C
Champions Tour 2024: China Stage 2,TYLOO,coldfish,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,Bilibili Gaming,whzy,CN,DUELIST,A
Champions Tour 2024: China Stage 2,Bilibili Gaming,Knight,CN,SENTINEL,B
Champions Tour 2024: China Stage 2,Bilibili Gaming,yosemite,CN,SENTINEL,B
Champions Tour 2024: China Stage 2,Bilibili Gaming,Flex1n,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,Bilibili Gaming,nephh,SG,INITIATOR,B
Champions Tour 2024: China Stage 2,Wolves Esports,pl1xx,AU,FLEX,C
Champions Tour 2024: China Stage 2,Wolves Esports,Spring,TW,DUELIST,A
Champions Tour 2024: China Stage 2,Wolves Esports,balua,CN,CONTROLLER,C
Champions Tour 2024: China Stage 2,Titan Esports Club,B1ack,CN,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Gen.G,Karon,KR,CONTROLLER,A
Champions Tour 2024: Pacific Stage 2,T1,Sayaplayer,KR,SENTINEL,A
Champions Tour 2024: Pacific Stage 2,Paper Rex,d4v41,MY,SENTINEL,A
Champions Tour 2024: Pacific Stage 2,Team Secret,invy,PH,INITIATOR,B
Champions Tour 2024: Pacific Stage 2,Paper Rex,f0rsakeN,ID,INITIATOR,A
Champions Tour 2024: Pacific Stage 2,Talon Esports,primmie,TH,DUELIST,A
Champions Tour 2024: Pacific Stage 2,DFM,Meiy,JP,DUELIST,A
Champions Tour 2024: Pacific Stage 2,RRQ,Jemkin,RU,DUELIST,A
Champions Tour 2024: Pacific Stage 2,Kiwoom DRX,BuZz,KR,DUELIST,B
Champions Tour 2024: Pacific Stage 2,Bleed Esports,sScary,TH,CONTROLLER,A
Champions Tour 2024: Pacific Stage 2,T1,Rossy,US,INITIATOR,B
Champions Tour 2024: Pacific Stage 2,Gen.G,Munchkin,KR,INITIATOR,B
Champions Tour 2024: Pacific Stage 2,RRQ,xffero,ID,SENTINEL,A
Champions Tour 2024: Pacific Stage 2,Gen.G,t3xture,KR,DUELIST,B
Champions Tour 2024: Pacific Stage 2,Team Secret,2GE,PH,CONTROLLER,B
Champions Tour 2024: Pacific Stage 2,Kiwoom DRX,Flashback,KR,CONTROLLER,B
Champions Tour 2024: Pacific Stage 2,T1,stax,KR,INITIATOR,A
Champions Tour 2024: Pacific Stage 2,T1,iZu,KR,DUELIST,A
Champions Tour 2024: Pacific Stage 2,Team Secret,Wild0reoo,PH,SENTINEL,B
Champions Tour 2024: Pacific Stage 2,Gen.G,Meteor,KR,SENTINEL,B
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Laz,JP,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,Talon Esports,JitBoyS,TH,CONTROLLER,B
Champions Tour 2024: Pacific Stage 2,Paper Rex,something,RU,INITIATOR,B
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,SugarZ3ro,JP,CONTROLLER,B
Champions Tour 2024: Pacific Stage 2,Paper Rex,Jinggg,SG,DUELIST,B
Champions Tour 2024: Pacific Stage 2,Gen.G,Lakia,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,RRQ,Estrella,KR,INITIATOR,B
Champions Tour 2024: Pacific Stage 2,RRQ,Monyet,ID,CONTROLLER,B
Champions Tour 2024: Pacific Stage 2,Team Secret,Jremy,PH,DUELIST,B
Champions Tour 2024: Pacific Stage 2,RRQ,Lmemore,ID,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Global Esports,Benkai,SG,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Global Esports,blaZek1ng,ID,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,Team Secret,JessieVash,PH,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,Kiwoom DRX,MaKo,KR,CONTROLLER,C
Champions Tour 2024: Pacific Stage 2,Paper Rex,mindfreak,ID,CONTROLLER,C
Champions Tour 2024: Pacific Stage 2,Global Esports,Polvi,FI,DUELIST,C
Champions Tour 2024: Pacific Stage 2,T1,carpe,KR,INITIATOR,A
Champions Tour 2024: Pacific Stage 2,DFM,SSeeS,JP,CONTROLLER,C
Champions Tour 2024: Pacific Stage 2,Bleed Esports,Retla,SG,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,Dep,JP,DUELIST,B
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,hiroronn,JP,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Bleed Esports,Deryeon,SG,DUELIST,C
Champions Tour 2024: Pacific Stage 2,Talon Esports,Surf,TH,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Talon Esports,ban,KR,SENTINEL,D
Champions Tour 2024: Pacific Stage 2,Talon Esports,Governor,KR,DUELIST,C
Champions Tour 2024: Pacific Stage 2,DFM,Medusa,KR,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,DFM,neth,JP,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Bleed Esports,Zest,KR,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,Talon Esports,Crws,TH,INITIATOR,D
Champions Tour 2024: Pacific Stage 2,Global Esports,Russ,GB,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Kiwoom DRX,BeYN,KR,INITIATOR,C
Champions Tour 2024: Pacific Stage 2,Kiwoom DRX,Foxy9,KR,SENTINEL,C
Champions Tour 2024: Pacific Stage 2,Bleed Esports,crazyguy,VN,INITIATOR,D
Champions Tour 2024: Pacific Stage 2,T1,xccurate,ID,CONTROLLER,C
Champions Tour 2024: Pacific Stage 2,ZETA DIVISION,yuran,JP,INITIATOR,D
Champions Tour 2024: Pacific Stage 2,Global Esports,Lightningfast,IN,CONTROLLER,D
Champions Tour 2024: Pacific Stage 2,DFM,Anthem,JP,INITIATOR,C
Valorant Champions 2024,Team Vitality,trexx,RU,INITIATOR,A
Valorant Champions 2024,Fnatic,Derke,FI,DUELIST,A
Valorant Champions 2024,Talon Esports,primmie,TH,FLEX,A
Valorant Champions 2024,Fnatic,Chronicle,RU,INITIATOR,A
Valorant Champions 2024,KRÜ Esports,keznit,CL,DUELIST,A
Valorant Champions 2024,EDward Gaming,CHICHOO,CN,CONTROLLER,A
Valorant Champions 2024,Gen.G,Meteor,KR,SENTINEL,A
Valorant Champions 2024,Team Heretics,RieNs,TR,INITIATOR,A
Valorant Champions 2024,EDward Gaming,Smoggy,CN,CONTROLLER,A
Valorant Champions 2024,Gen.G,t3xture,KR,DUELIST,B
Valorant Champions 2024,Leviatán,aspas,BR,DUELIST,A
Valorant Champions 2024,Sentinels,zekken,US,DUELIST,A
Valorant Champions 2024,Sentinels,TenZ,CA,INITIATOR,A
Valorant Champions 2024,Trace Esports,Kai,CN,SENTINEL,B
Valorant Champions 2024,EDward Gaming,ZmjjKK,CN,DUELIST,A
Valorant Champions 2024,Fnatic,Alfajer,TR,INITIATOR,B
Valorant Champions 2024,FunPlus Phoenix,Autumn,AU,SENTINEL,B
Valorant Champions 2024,KRÜ Esports,Shyy,CL,SENTINEL,B
Valorant Champions 2024,FUT Esports,yetujey,TR,SENTINEL,B
Valorant Champions 2024,Paper Rex,mindfreak,ID,CONTROLLER,A
Valorant Champions 2024,Team Vitality,Kicks,EE,INITIATOR,B
Valorant Champions 2024,Kiwoom DRX,Flashback,KR,SENTINEL,A
Valorant Champions 2024,Leviatán,kiNgg,CL,CONTROLLER,B
Valorant Champions 2024,Trace Esports,LuoK1ng,CN,CONTROLLER,B
Valorant Champions 2024,KRÜ Esports,heat,BR,INITIATOR,B
Valorant Champions 2024,Kiwoom DRX,MaKo,KR,CONTROLLER,B
Valorant Champions 2024,Kiwoom DRX,BuZz,KR,DUELIST,B
Valorant Champions 2024,Sentinels,Sacy,BR,INITIATOR,B
Valorant Champions 2024,Team Vitality,Sayf,SE,DUELIST,C
Valorant Champions 2024,Sentinels,johnqt,MA,SENTINEL,C
Valorant Champions 2024,G2 Esports,valyn,US,CONTROLLER,B
Valorant Champions 2024,EDward Gaming,S1Mon,TW,INITIATOR,B
Valorant Champions 2024,Gen.G,Karon,KR,CONTROLLER,B
Valorant Champions 2024,FUT Esports,cNed,TR,DUELIST,B
Valorant Champions 2024,Team Heretics,Wo0t,TR,INITIATOR,B
Valorant Champions 2024,Sentinels,Zellsis,US,FLEX,C
Valorant Champions 2024,Fnatic,hiro,TR,SENTINEL,B
Valorant Champions 2024,Talon Esports,ban,KR,FLEX,C
Valorant Champions 2024,Leviatán,C0M,US,INITIATOR,C
Valorant Champions 2024,Team Heretics,Boo,LT,CONTROLLER,B
Valorant Champions 2024,Team Heretics,MiniBoo,LT,DUELIST,B
Valorant Champions 2024,G2 Esports,leaf,US,SENTINEL,C
Valorant Champions 2024,FunPlus Phoenix,AAAAY,CN,INITIATOR,C
Valorant Champions 2024,Team Heretics,benjyfishy,GB,SENTINEL,C
Valorant Champions 2024,FunPlus Phoenix,BerLIN,TW,CONTROLLER,C
Valorant Champions 2024,G2 Esports,trent,US,INITIATOR,C
Valorant Champions 2024,Leviatán,Mazino,CL,INITIATOR,C
Valorant Champions 2024,Gen.G,Munchkin,KR,INITIATOR,A
Valorant Champions 2024,Paper Rex,f0rsakeN,ID,INITIATOR,C
Valorant Champions 2024,Trace Esports,FengF,CN,SENTINEL,C
Valorant Champions 2024,Kiwoom DRX,BeYN,KR,INITIATOR,C
Valorant Champions 2024,FUT Esports,qRaxs,TR,INITIATOR,C
Valorant Champions 2024,G2 Esports,icy,US,DUELIST,C
Valorant Champions 2024,EDward Gaming,nobody,CN,INITIATOR,C
Valorant Champions 2024,Paper Rex,d4v41,MY,SENTINEL,C
Valorant Champions 2024,Paper Rex,something,RU,DUELIST,C
Valorant Champions 2024,Bilibili Gaming,Flex1n,CN,CONTROLLER,B
Valorant Champions 2024,Kiwoom DRX,Foxy9,KR,INITIATOR,C
Valorant Champions 2024,Bilibili Gaming,whzy,CN,DUELIST,B
Valorant Champions 2024,Team Vitality,runneR,MK,SENTINEL,C
Valorant Champions 2024,Paper Rex,Jinggg,SG,DUELIST,B
Valorant Champions 2024,KRÜ Esports,Melser,CL,CONTROLLER,C
Valorant Champions 2024,Team Vitality,ceNder,LT,CONTROLLER,C
Valorant Champions 2024,KRÜ Esports,mta,CL,INITIATOR,C
Valorant Champions 2024,G2 Esports,JonahP,CA,INITIATOR,C
Valorant Champions 2024,Leviatán,tex,DE,SENTINEL,C
Valorant Champions 2024,Trace Esports,heybay,HK,INITIATOR,C
Valorant Champions 2024,FunPlus Phoenix,Lysoar,CN,SENTINEL,C
Valorant Champions 2024,Trace Esports,Biank,CN,INITIATOR,C
Valorant Champions 2024,Bilibili Gaming,Knight,CN,SENTINEL,D
Valorant Champions 2024,FUT Esports,AtaKaptan,TR,CONTROLLER,D
Valorant Champions 2024,FUT Esports,MrFaliN,TR,INITIATOR,C
Valorant Champions 2024,Bilibili Gaming,nephh,SG,INITIATOR,D
Valorant Champions 2024,Talon Esports,JitBoyS,TH,CONTROLLER,C
Valorant Champions 2024,Talon Esports,Governor,KR,DUELIST,C
Valorant Champions 2024,Fnatic,Boaster,GB,CONTROLLER,D
Valorant Champions 2024,FunPlus Phoenix,Life,CN,DUELIST,D
Valorant Champions 2024,Gen.G,Lakia,KR,INITIATOR,D
Valorant Champions 2024,Bilibili Gaming,yosemite,CN,SENTINEL,D
Valorant Champions 2024,Talon Esports,Crws,TH,INITIATOR,D
VCT 2025: Americas Kickoff,FURIA,penny,CA,DUELIST,A
VCT 2025: Americas Kickoff,NRG,mada,CA,DUELIST,A
VCT 2025: Americas Kickoff,FURIA,bdog,US,INITIATOR,A
VCT 2025: Americas Kickoff,MIBR,aspas,BR,DUELIST,A
VCT 2025: Americas Kickoff,G2 Esports,trent,US,INITIATOR,A
VCT 2025: Americas Kickoff,KRÜ Esports,Shyy,CL,SENTINEL,A
VCT 2025: Americas Kickoff,G2 Esports,leaf,US,SENTINEL,B
VCT 2025: Americas Kickoff,LOUD,dgzin,BR,DUELIST,B
